"ug","contrato_ano","objeto","situacao","estagio","processo","fornecedor",data_inicio_vigencia,data_fim_vigencia,valor,"download"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","123/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","366/2024","51034132000175 - JB PRODUTORA LTDA",2024/02/04 00:00:00.000,2025/02/04 00:00:00.000, 15000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_123_1359297.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","124/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","360/2024","80018912400 - FABIO HONORIO DA SILVA",2024/02/04 00:00:00.000,2025/02/04 00:00:00.000, 3900.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_124_1370800.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","126/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","357/2024","17340655000101 - LAPADA PRODUçõES LTDA-ME",2024/02/04 00:00:00.000,2025/02/04 00:00:00.000, 8000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_126_1369060.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","129/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","343/2024","30495096000177 - VINIL PRODUçõES, FESTAS E EVENTOS LTDA",2024/02/04 00:00:00.000,2025/02/04 00:00:00.000, 12000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_129_1359398.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","130/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","362/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/04 00:00:00.000,2025/02/04 00:00:00.000, 50000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_130_1371171.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","131/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","345/2024","35365538000184 - GRA VIOLA PRODUCOES ARTISTICAS LTDA",2024/02/03 00:00:00.000,2025/02/03 00:00:00.000, 22000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_131_1358688.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","132/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","397/2024","38143209000187 - PAULO ANTONIO DOS SANTOS ALVES ARTIGOS DE VESTUARIO",2024/02/08 00:00:00.000,2025/02/07 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_132_1372941.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","133/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","368/2024","17711968000129 - WAGNER CAMILO DE MACEDO ME",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 40000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_133_1365225.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","134/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","369/2024","47412593000167 - DEADLINE PRODUÇÕES LTDA",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 80000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_134_1366484.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","135/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","363/2024","8584386000138 - SOCIEDADE DOS FORROZEIROS PÉ-DE-SERRA E AI-SOFOPS",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 26800.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_135_1368338.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","136/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","404/2024","29337141000186 - AURIDES DE SOUZA PIMENTEL PRODUÇÃO E EVENTOS MUSICAIS",2024/02/08 00:00:00.000,2025/02/08 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_136_1370707.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","137/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","370/2024","39721242000100 - FARIAS EVENTOS E PRODUÇÕES LTDA ME",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_137_1366438.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","138/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","364/2024","8584386000138 - SOCIEDADE DOS FORROZEIROS PÉ-DE-SERRA E AI-SOFOPS",2024/02/07 00:00:00.000,2025/02/07 00:00:00.000, 26800.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_138_1371192.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","141/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","400/2024","8584386000138 - SOCIEDADE DOS FORROZEIROS PÉ-DE-SERRA E AI-SOFOPS",2024/02/08 00:00:00.000,2025/02/07 00:00:00.000, 26800.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_141_1373331.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","142/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","374/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 50000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_142_1369945.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","143/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","372/2024","7265271000118 - Q S MARKETING PUBLICIDADE PRODUÇÕES EVENTOS LTDA",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 20100.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_143_1365190.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","144/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","359/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 50000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_144_1369918.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","145/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","371/2024","7265271000118 - Q S MARKETING PUBLICIDADE PRODUÇÕES EVENTOS LTDA",2024/02/07 00:00:00.000,2025/02/07 00:00:00.000, 20100.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_145_1366970.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","146/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","375/2024","10543399451 - ALESANDRO SANTOS CAVALCANTI",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 6000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_146_1369054.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","148/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","383/2024","46654544000178 - RAPHAELA SANTOS GRAVACOES E EDICOES MUSICAIS LTDA",2024/02/07 00:00:00.000,2025/02/07 00:00:00.000, 150000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_148_1367006.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","149/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","381/2024","11224273000136 - W  M PRODUÇÕES LTDA-ME",2024/02/08 00:00:00.000,2025/02/07 00:00:00.000, 70000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_149_1353061.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","150/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","411/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/10 00:00:00.000,2025/02/10 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_150_1372050.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","151/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","373/2024","30495096000177 - VINIL PRODUçõES, FESTAS E EVENTOS LTDA",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 12800.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_151_1366493.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","152/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","376/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/06 00:00:00.000,2025/02/06 00:00:00.000, 14300.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_152_1369880.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","153/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","379/2024","7261572000173 - T J PRODUÇÕES ARTÍSTICAS LTDA ME",2024/02/07 00:00:00.000,2025/02/07 00:00:00.000, 8000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_153_1369849.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","156/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","441/2024","1005210000135 - FORROZÃO PROMOÇÕES LTDA",2024/02/10 00:00:00.000,2025/02/10 00:00:00.000, 40200.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_156_1402040.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","157/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","388/2024","39721242000100 - FARIAS EVENTOS E PRODUÇÕES LTDA",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_157_1370628.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","158/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","378/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/07 00:00:00.000,2025/02/07 00:00:00.000, 14300.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_158_1369130.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","159/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","402/2024","18578737000151 - W. F BARROS JUNIOR PRODUCOES E EVENTOS LTDA",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 25000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_159_1358295.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","160/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","377/2024","11224273000136 - W  M PRODUÇÕES LTDA-ME",2024/02/07 00:00:00.000,2025/02/06 00:00:00.000, 3000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_160_1353308.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","161/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","407/2024","39508434000132 - VIPSTAR ENTRETENIMENTO EIRELI",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 16000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_161_1358273.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","162/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","399/2024","43723468000117 - KLEVER LUIZ DE LEMOS SILVA PRODUCOES E EVENTOS",2024/02/08 00:00:00.000,2025/02/08 00:00:00.000, 15000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_162_1365096.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","163/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","401/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 25000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_163_1377253.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","164/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","463/2024","14027275000123 - EDUARDO CARLOS DA SILVA SERVIÇOS (NOME FANTASIA: ARRECIFES PRODUÇÕES)",2024/02/11 00:00:00.000,2025/02/11 00:00:00.000, 13000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_164_1379786.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","165/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","390/2024","17711968000129 - WAGNER CAMILO DE MACEDO ME",2024/02/08 00:00:00.000,2025/02/08 00:00:00.000, 53600.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_165_1402247.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","166/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","434/2024","29337141000186 - AURIDES DE SOUZA PIMENTEL PRODUÇÃO E EVENTOS MUSICAIS",2024/02/10 00:00:00.000,2025/02/10 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_166_1402038.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","167/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","409/2024","39508434000132 - VIPSTAR ENTRETENIMENTO EIRELI",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 50000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_167_1365597.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","169/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","387/2024","22276054000117 - AC PRIME PRODUÇÕES E EVENTOS EIRELI - ME",2024/02/07 00:00:00.000,2025/02/07 00:00:00.000, 87100.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_169_1369815.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","170/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","484/2024","42503325000137 - CARLOS CAVACANTI PAES BARRETO LTDA-VIRTUAL EMPREENDIMENTOS",2024/02/12 00:00:00.000,2025/02/12 00:00:00.000, 28666.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_170_1402768.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","171/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","494/2024","23909008000170 - SOUZA LEÃO PRODUÇÕES E EDIÇÕES MUSICAIS LTDA-ME",2024/02/12 00:00:00.000,2025/02/12 00:00:00.000, 45000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_171_1376198.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","172/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","456/2024","14027275000123 - EDUARDO CARLOS DA SILVA SERVIÇOS (NOME FANTASIA: ARRECIFES PRODUÇÕES)",2024/02/11 00:00:00.000,2025/02/11 00:00:00.000, 5500.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_172_1380445.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","174/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","420/2024","39507950000142 - LAMPEJO ENTRETENIMENTO LTDA (NOME FANTASIA: LAMPEJO ENTRETENIMENTO),",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_174_1371939.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","176/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","392/2024","37836460000164 - PIKAP TURBINADA PRODUÇÕES E EVENTOS LTDA",2024/02/08 00:00:00.000,2025/02/08 00:00:00.000, 33500.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_176_1401946.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","177/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","431/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/10 00:00:00.000,2025/02/10 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_177_1373315.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","178/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","389/2024","39721242000100 - FARIAS EVENTOS E PRODUÇÕES LTDA",2024/02/08 00:00:00.000,2025/02/08 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_178_1369967.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","180/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","391/2024","34163880000139 - W2 PROMOCOES SONORIZAçAO E EVENTOS",2024/02/08 00:00:00.000,2025/02/07 00:00:00.000, 35000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_180_1370486.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","181/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","384/2024","30495096000177 - VINIL PRODUçõES, FESTAS E EVENTOS LTDA",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 17360.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_181_1368930.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","182/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","406/2024","19297391000186 - LUA PRODUCÕES ARTISTICAS LTDA ME",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_182_1368948.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","183/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","445/2024","39721242000100 - FARIAS EVENTOS E PRODUÇÕES LTDA",2024/02/11 00:00:00.000,2025/02/11 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_183_1403063.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","184/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","454/2024","43453655000128 - THIAGO GRAVAÇOES SERVIÇOS DE PROMOÇÕES ARTISITICAS EIRELI",2024/02/11 00:00:00.000,2025/02/11 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_184_1402996.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","185/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","413/2024","22190750000106 - FRANCISCO AMANCIO DA SILVA",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 53600.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_185_1373330.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","187/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","427/2024","39721242000100 - FARIAS EVENTOS E PRODUÇÕES LTDA",2024/02/10 00:00:00.000,2025/02/09 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_187_1373089.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","189/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","426/2024","31371941000165 - JUCA PRODUÇÕES ARTÍSTICAS LTDA-ME",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 140000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_189_1365141.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","190/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","423/2024","30495096000177 - VINIL PRODUçõES, FESTAS E EVENTOS LTDA",2024/02/10 00:00:00.000,2025/02/10 00:00:00.000, 10600.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_190_1378793.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","191/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","432/2024","23909008000170 - SOUZA LEÃO PRODUÇÕES E EDIÇÕES MUSICAIS LTDA-ME",2024/02/10 00:00:00.000,2025/02/10 00:00:00.000, 45000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_191_1373530.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","193/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","412/2024","39721242000100 - FARIAS EVENTOS E PRODUÇÕES LTDA",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 25000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_193_1372000.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","194/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","425/2024","19507734000190 - RELUZIR PRODUÇÕES MUSICAIS LTDA-ME",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 24866.67,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_194_1378780.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","195/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","394/2024","17176559000170 - G L PRODUÇÕES ARTÍSTICAS  BRASIL LTDA-ME",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 27604.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_195_1371124.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","196/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","414/2024","19297391000186 - LUA PRODUCÕES ARTISTICAS LTDA ME",2024/02/09 00:00:00.000,2025/02/08 00:00:00.000, 24000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_196_1372899.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","197/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","408/2024","39508434000132 - VIPSTAR ENTRETENIMENTO EIRELI",2024/02/09 00:00:00.000,2025/02/09 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_197_1365177.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","198/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","491/2024","39508434000132 - VIPSTAR ENTRETENIMENTO EIRELI",2024/02/12 00:00:00.000,2025/02/12 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_198_1377146.pdf"
"EMPRESA DE TURISMO DE PERNAMBUCO S/A","200/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO","488/2024","32482767000190 - FRANSCISCO S DA COSTA JUNIOR",2024/02/12 00:00:00.000,2025/02/11 00:00:00.000, 34500.0,"http://web.transparencia.pe.gov.br/contratos/1045/LICON_Contrato_1045_2024_200_1403026.pdf"
